bedrijf,medewerker_id,naam,leeftijd,geslacht,afkomst,provincie,studie_niveau,opleidingsrichting,specialisatie,werkervaring_jaren,dienstjaren,functie,afdeling,team,senioriteit,mindset,persoonlijkheidsstijl,politiek,technologische_kennis,%_werk_op_computer,%_werk_met_machines,mobiliteit,lease_auto,thuiswerkpercentage,communicatiestijl,feedbackstijl,leiderschapstype,besluitvormingstype,gebruik_van_data,trainingen_per_jaar,deelname_AI_project,deelname_communities,mentorschap,sociale_connecties_op_werk,werktevredenheid,zingeving_in_werk,burnout_risico,autonomie,invloed_op_beslissingen,verwachting_AI_in_werk,kennis_nieuwe_technologie,projectcomplexiteit,werkdruk,rol_in_verandering,houding_risico,conformisme,creativiteit,leerstijl,motivatiebron,compliance_bewustzijn,veiligheidscultuur_HSE,IT_afhankelijkheid_rol,field_vs_kantoor,shiftwerk,klantcontact_intensiteit,stakeholder_complexiteit,regulering_exposure,budgetverantwoordelijkheid,besluitsnelheid_persoonlijk,veranderhistorie_succes,tech_champion_netwerk,tooling_voorkeur,documentatiediscipline,kwaliteitsfocus,duurzaamheidshouding,inclusieve_houding,vertrouwen_in_management,vertrouwen_in_collegas,issue_escalatiestijl,besluit_rationaliteit,teamgrootte,salaris_per_maand_eur
Volker Nexus Group,VNG-AU9QHN,Rosa van de Eerenbeemt,51,M,Nederlands,Limburg,WO,Veiligheidskunde,Wind,3,1,Werkplaatschef,Bouw,Team-05,Junior,Conservatief,ISFJ,Centrum-links,3,60,66,OV,Nee,75,Feitelijk,Direct,Afwezig,Autonoom,Dagelijks,5,Nee,5,Beide,Laag,3,3,1,3,2,Neutraal,3,Gemiddeld,4,Weerstand,Risk-averse,Laag,5,Coaching,Status,1,4,Laag,75/25,3-ploeg,Midden,Laag,Laag,Middel,Traag,Hoog,Ja,Slack,5,4,Sceptisch,2,5,3,Proactief,Intuïtief,30,4503
Volker Nexus Group,VNG-TTQW9X,Chris van Loon-Adriaense,49,X,Nederlands,Noord-Holland,HBO,Natuurkunde,ISO-14001,1,1,Projectleider,ICT,Team-09,Starter,Visionair,ISFP,Centrum,2,49,21,OV,Nee,75,Informeel,Direct,Afwezig,Consensus,Dagelijks,3,Nee,4,Beide,Laag,1,2,2,2,4,Verlies,5,Laag,5,Change champion,Risk-averse,Midden,5,Coaching,Geld,3,1,Midden,50/50,Geen,Laag,Hoog,Laag,Klein,Traag,Midden,Ja,Microsoft Teams,3,1,Proactief,2,3,3,Proactief,Ervarings-gedreven,33,4582
Volker Nexus Group,VNG-EAU9Y9,Carlijn Claassen,27,M,Nederlands,Noord-Brabant,MBO,Data Science,BREEAM,3,0,Logistiek coördinator,Bouw,Team-25,Junior,Innovatief,ISFJ,Centrum-links,2,0,50,Mix,Nee,75,Formeel,Direct,Coachend,Autonoom,Dagelijks,3,Nee,5,Geen,Laag,1,5,3,3,1,Verlies,3,Hoog,1,Change champion,Risk-averse,Hoog,2,On-the-job,Zekerheid,3,3,Midden,75/25,3-ploeg,Midden,Midden,Midden,Groot,Traag,Hoog,Ja,Google Meet,1,3,Neutraal,5,2,2,Proactief,Ervarings-gedreven,40,3819
Volker Nexus Group,VNG-IYFXHF,Brent van Doorn,31,V,Antilliaans-Nederlands,Utrecht,MBO,Econometrie,ARBO,9,8,Werkvoorbereider,Uitvoering,Team-21,Medior,Innovatief,ESFJ,Centrum,5,71,100,Auto,Ja,100,Feitelijk,Voorzichtig,Sturend,Autonoom,Maandelijks,3,Nee,1,Mentor,Hoog,4,4,1,4,4,Neutraal,2,Hoog,4,Weerstand,Neutraal,Laag,5,Coaching,Geld,5,3,Midden,50/50,2-ploeg,Midden,Laag,Hoog,Middel,Snel,Hoog,Nee,Google Meet,5,1,Proactief,5,2,3,Formalistisch,Ervarings-gedreven,28,5544
Volker Nexus Group,VNG-Y6FWSY,Yinthe Tielemans,32,M,Nederlands,Noord-Holland,MBO,Bouwkunde,Lean Construction,4,4,Monteur E-tech,Duurzaamheid,Team-45,Junior-Medior,Conservatief,INFJ,Rechts,1,60,50,Te voet,Nee,75,Formeel,Voorzichtig,Ondersteunend,Consensus,Dagelijks,0,Nee,5,Mentor,Gemiddeld,2,4,3,2,3,Verlies,2,Laag,3,Change champion,Neutraal,Midden,5,E-learning,Zingeving,1,5,Midden,50/50,Geen,Hoog,Laag,Hoog,Groot,Gemiddeld,Laag,Ja,Zoom,4,2,Neutraal,5,2,5,Formalistisch,Intuïtief,7,3720
Volker Nexus Group,VNG-A7G205,Jonas van Oostendorp,60,X,Pools-Nederlands,Zuid-Holland,MBO,Technische Bedrijfskunde,ISO-14001,0,0,BIM-modelleur,Data & Analytics,Team-46,Starter,Innovatief,INFJ,Centrum,4,70,39,Fiets,Nee,75,Informeel,Voorzichtig,Sturend,Autonoom,Zelden,1,Nee,0,Geen,Gemiddeld,5,5,5,3,5,Neutraal,2,Laag,2,Volger,Risk-averse,Laag,5,E-learning,Geld,1,4,Laag,100% kantoor,Geen,Laag,Hoog,Hoog,Groot,Snel,Laag,Ja,Zoom,2,1,Sceptisch,5,3,3,Formalistisch,Ervarings-gedreven,10,3000
Volker Nexus Group,VNG-K3O5T6,Michael Voortman-Lorreijn,30,V,Turks-Nederlands,Groningen,MBO,Scheikunde,Predictive Maintenance,0,0,Planner,Materieel & Logistiek,Team-03,Starter,Neutraal,ESTJ,Centrum-rechts,5,78,0,Auto,Ja,100,Verbindend,Direct,Sturend,Autonoom,Dagelijks,4,Ja,4,Mentee,Laag,4,1,4,5,3,Neutraal,4,Laag,3,Weerstand,Risk-seeking,Hoog,5,On-the-job,Geld,1,5,Hoog,100% kantoor,2-ploeg,Hoog,Laag,Laag,Geen,Traag,Laag,Nee,Zoom,5,2,Neutraal,4,2,2,Proactief,Data-gedreven,20,3060
Volker Nexus Group,VNG-OQ7ND9,Liam de Haan,42,M,Nederlands,Flevoland,WO,Planologie,PV/Zonne-energie,26,5,Site Manager,Uitvoering,Team-12,Senior,Reactief,ENTJ,Links,5,25,0,Te voet,Nee,0,Informeel,Direct,Ondersteunend,Consensus,Dagelijks,5,Nee,2,Mentee,Hoog,1,4,2,3,5,Kans,1,Hoog,5,Weerstand,Neutraal,Hoog,2,Coaching,Status,3,4,Laag,100% kantoor,Geen,Midden,Midden,Laag,Middel,Traag,Hoog,Ja,Microsoft Teams,2,5,Proactief,4,5,4,Stilhouden,Ervarings-gedreven,17,11700
Volker Nexus Group,VNG-FDEX4M,Elise Verhoeven-Hexspoor,41,M,Marokkaans-Nederlands,Noord-Brabant,MBO,Finance & Control,GIS,0,0,Uitvoerder,Materieel & Logistiek,Team-41,Starter,Conservatief,ENFJ,Rechts,5,60,50,Te voet,Nee,50,Formeel,Indirect,Sturend,Top-down,Zelden,2,Nee,5,Mentee,Gemiddeld,1,1,1,4,4,Verlies,3,Laag,3,Change champion,Neutraal,Midden,3,Klassikaal,Zingeving,2,2,Laag,100% field,2-ploeg,Laag,Laag,Hoog,Groot,Snel,Laag,Nee,Slack,4,3,Neutraal,5,1,3,Stilhouden,Intuïtief,19,3570
Volker Nexus Group,VNG-0643LD,Sylvie Strijker,26,V,Duits-Nederlands,Zuid-Holland,HBO,Rechten,Planning,7,4,Inkoper,HR,Team-26,Medior,Innovatief,ENTP,Extreem rechts,2,68,30,Mix,Nee,75,Feitelijk,Direct,Coachend,Top-down,Wekelijks,0,Nee,1,Geen,Hoog,1,1,2,5,4,Verlies,3,Laag,2,Weerstand,Risk-averse,Midden,5,Coaching,Status,2,1,Hoog,50/50,Geen,Hoog,Midden,Hoog,Groot,Gemiddeld,Hoog,Ja,Google Meet,2,2,Proactief,2,5,1,Formalistisch,Ervarings-gedreven,31,5632
Volker Nexus Group,VNG-JWSSMH,Aaliyah Uphus-van den Velden,40,X,Nederlands,Flevoland,MBO,Werktuigbouwkunde,ISO-9001,2,0,Logistiek coördinator,Infra,Team-20,Junior,Visionair,INTJ,Rechts,3,16,50,Fiets,Ja,50,Formeel,Direct,Sturend,Consensus,Zelden,1,Nee,1,Geen,Gemiddeld,5,3,5,5,1,Verlies,4,Hoog,3,Change champion,Risk-averse,Laag,1,Klassikaal,Zingeving,2,2,Hoog,100% kantoor,Geen,Hoog,Midden,Midden,Klein,Gemiddeld,Laag,Ja,Google Meet,1,2,Proactief,3,2,2,Proactief,Data-gedreven,3,3686
Volker Nexus Group,VNG-G3YGF8,Nisa Scherms,41,V,Nederlands,Friesland,WO,Civiele Techniek,ARBO,13,7,KAM/HSSE-coördinator,KAM/HSSE,Team-48,Medior-Senior,Conservatief,ISTJ,Centrum,1,69,33,OV,Nee,50,Formeel,Voorzichtig,Coachend,Top-down,Dagelijks,1,Ja,1,Beide,Gemiddeld,2,4,4,1,3,Kans,5,Hoog,3,Weerstand,Neutraal,Hoog,4,E-learning,Groei,3,2,Midden,50/50,2-ploeg,Midden,Laag,Laag,Geen,Traag,Hoog,Ja,Zoom,5,3,Sceptisch,1,3,4,Proactief,Intuïtief,38,7848
Volker Nexus Group,VNG-U21EFQ,Yinthe van Schweinfurt,33,V,Nederlands,Drenthe,MBO,Natuurkunde,MLOps,1,0,Werkvoorbereider,Uitvoering,Team-18,Starter,Innovatief,ESTJ,Centrum-links,3,100,5,Fiets,Nee,100,Informeel,Indirect,Sturend,Autonoom,Dagelijks,2,Ja,5,Geen,Hoog,2,2,2,3,3,Verlies,2,Hoog,2,Weerstand,Neutraal,Midden,2,On-the-job,Groei,2,1,Midden,50/50,2-ploeg,Laag,Hoog,Midden,Groot,Gemiddeld,Midden,Nee,Google Meet,2,1,Neutraal,2,5,2,Stilhouden,Intuïtief,3,3196
Volker Nexus Group,VNG-16RI9B,Fleur Moenen-Billung,44,M,Nederlands,Limburg,WO,Projectmanagement,ISO-14001,1,1,Magazijnbeheerder,Infra,Team-19,Starter,Visionair,ESTP,Centrum-links,3,29,50,Auto,Nee,0,Informeel,Voorzichtig,Coachend,Consensus,Wekelijks,2,Nee,2,Mentee,Gemiddeld,2,5,1,5,1,Neutraal,5,Gemiddeld,3,Change champion,Neutraal,Laag,4,Coaching,Zingeving,4,4,Hoog,100% field,Geen,Midden,Hoog,Midden,Geen,Snel,Hoog,Ja,Microsoft Teams,3,3,Neutraal,2,3,4,Stilhouden,Data-gedreven,34,3000
Volker Nexus Group,VNG-TE7DLY,Noud Klomp Jan,56,X,Nederlands,Groningen,WO,Ruimtelijke Ordening,BREEAM,18,14,Werkvoorbereider,Uitvoering,Team-26,Senior,Visionair,ENTP,Centrum,3,93,27,Auto,Nee,0,Feitelijk,Indirect,Ondersteunend,Top-down,Maandelijks,2,Nee,5,Mentee,Hoog,4,4,1,1,2,Kans,4,Laag,3,Weerstand,Neutraal,Hoog,3,On-the-job,Zingeving,1,2,Laag,25/75,Geen,Hoog,Hoog,Hoog,Klein,Snel,Laag,Nee,Slack,3,1,Sceptisch,1,4,2,Proactief,Ervarings-gedreven,35,8424
Volker Nexus Group,VNG-1B73E5,Esmee Leguit,19,V,Nederlands,Utrecht,HBO,Facility Management,Betonconstructies,5,2,Engineer WTB,Data & Analytics,Team-15,Junior-Medior,Innovatief,INFP,Centrum,4,70,5,Te voet,Nee,25,Feitelijk,Direct,Ondersteunend,Autonoom,Maandelijks,6,Ja,2,Geen,Hoog,4,5,3,4,4,Verlies,4,Hoog,2,Change champion,Risk-seeking,Laag,4,Coaching,Groei,2,4,Hoog,100% field,3-ploeg,Midden,Laag,Midden,Groot,Snel,Hoog,Nee,Slack,5,4,Sceptisch,4,5,2,Formalistisch,Intuïtief,22,5100
Volker Nexus Group,VNG-WTXXGH,Evy Bezemer-van Susa,39,X,Nederlands,Utrecht,HBO,Technische Bedrijfskunde,Asset Management,18,3,Engineer Civiel,Data & Analytics,Team-35,Senior,Visionair,ESTP,Centrum,2,100,16,Te voet,Ja,50,Formeel,Voorzichtig,Ondersteunend,Consensus,Maandelijks,2,Nee,1,Geen,Hoog,2,3,3,1,2,Verlies,4,Hoog,2,Weerstand,Risk-averse,Laag,1,E-learning,Geld,3,1,Midden,100% kantoor,3-ploeg,Hoog,Laag,Laag,Groot,Traag,Laag,Ja,Microsoft Teams,3,5,Proactief,4,2,2,Proactief,Data-gedreven,14,9672
Volker Nexus Group,VNG-7FX5MD,Fenne van der Stael-Willems van Lier,35,M,Nederlands,Groningen,PhD,Wiskunde,Asset Management,6,2,Calculator/Kostendeskundige,Woningbouw,Team-07,Junior-Medior,Conservatief,ESTJ,Centrum,2,80,40,Auto,Nee,25,Verbindend,Indirect,Ondersteunend,Top-down,Wekelijks,0,Nee,5,Mentor,Gemiddeld,4,3,4,1,3,Kans,5,Laag,3,Weerstand,Risk-seeking,Hoog,2,Coaching,Zekerheid,5,2,Hoog,100% kantoor,3-ploeg,Laag,Laag,Laag,Middel,Gemiddeld,Laag,Ja,Slack,2,2,Sceptisch,5,4,2,Formalistisch,Ervarings-gedreven,18,5280
Volker Nexus Group,VNG-K1MXET,Lot Meis-Zeldenrust,67,V,Nederlands,Gelderland,PhD,AI,Calculatie,7,2,Projectleider,Infra,Team-20,Medior,Conservatief,INFJ,Centrum,2,46,40,Auto,Nee,100,Formeel,Direct,Coachend,Top-down,Dagelijks,2,Ja,0,Mentee,Hoog,3,4,4,5,2,Kans,1,Hoog,5,Volger,Neutraal,Midden,3,E-learning,Zekerheid,2,5,Hoog,100% kantoor,2-ploeg,Laag,Laag,Midden,Geen,Gemiddeld,Hoog,Nee,Zoom,5,4,Sceptisch,1,2,5,Proactief,Ervarings-gedreven,28,7183
Volker Nexus Group,VNG-31KNI6,Yinthe Greij,39,X,Nederlands,Gelderland,MBO,Software Engineering,Nul-op-de-meter,8,3,BIM-modelleur,Data & Analytics,Team-12,Medior,Reactief,ISTP,Centrum,3,70,8,Te voet,Nee,0,Feitelijk,Direct,Afwezig,Top-down,Dagelijks,4,Ja,5,Beide,Laag,2,4,4,4,4,Kans,4,Laag,4,Weerstand,Risk-seeking,Midden,5,On-the-job,Groei,2,2,Laag,50/50,Geen,Midden,Hoog,Hoog,Klein,Snel,Hoog,Nee,Google Meet,1,5,Neutraal,1,2,3,Formalistisch,Intuïtief,20,5038
Volker Nexus Group,VNG-SSBP0N,Chloé Otto-de Bruyn,39,M,Nederlands,Zeeland,HBO,Biotechnologie,PV/Zonne-energie,14,7,Engineer E,Data & Analytics,Team-27,Medior-Senior,Innovatief,ISFJ,Links,4,70,59,Te voet,Nee,75,Verbindend,Direct,Sturend,Top-down,Wekelijks,0,Nee,3,Geen,Hoog,2,5,5,4,5,Kans,1,Gemiddeld,1,Volger,Risk-seeking,Hoog,2,On-the-job,Groei,1,5,Midden,25/75,3-ploeg,Midden,Hoog,Midden,Groot,Snel,Laag,Nee,Slack,4,2,Proactief,2,1,1,Proactief,Intuïtief,30,8064
Volker Nexus Group,VNG-USGTO8,Stan Blom,31,V,Nederlands,Limburg,MBO,Stedenbouw,Circulair Bouwen,4,4,Teamleider Uitvoering,Bouw,Team-27,Junior-Medior,Visionair,ISTP,Centrum,4,100,9,Fiets,Nee,75,Feitelijk,Direct,Ondersteunend,Consensus,Zelden,1,Nee,4,Mentor,Gemiddeld,4,1,5,3,5,Kans,4,Laag,3,Weerstand,Risk-averse,Hoog,4,Coaching,Status,5,5,Laag,50/50,2-ploeg,Hoog,Hoog,Laag,Groot,Snel,Laag,Ja,Zoom,3,4,Neutraal,4,2,5,Stilhouden,Intuïtief,39,5440
Volker Nexus Group,VNG-RNX9YF,Samuel van Haeften-Wilmont,35,X,Turks-Nederlands,Noord-Brabant,MBO,Ruimtelijke Ordening,ISO-14001,4,1,Servicemonteur,HR,Team-14,Junior-Medior,Innovatief,INTJ,Centrum,5,48,50,Te voet,Nee,75,Feitelijk,Voorzichtig,Ondersteunend,Autonoom,Wekelijks,3,Ja,3,Beide,Gemiddeld,2,1,1,3,3,Kans,1,Laag,4,Weerstand,Neutraal,Midden,2,Klassikaal,Zingeving,3,1,Hoog,50/50,2-ploeg,Hoog,Laag,Hoog,Klein,Gemiddeld,Midden,Nee,Microsoft Teams,1,2,Sceptisch,3,1,5,Stilhouden,Ervarings-gedreven,6,3840
Volker Nexus Group,VNG-05K7IS,Ties Scholten,36,X,Nederlands,Friesland,Bachelor,Data Science,Lean Construction,4,1,Engineer Civiel,Bouw,Team-39,Junior-Medior,Innovatief,INFP,Links,2,70,84,OV,Nee,75,Formeel,Direct,Coachend,Consensus,Maandelijks,4,Nee,0,Beide,Hoog,4,2,3,5,5,Kans,1,Laag,4,Volger,Risk-averse,Midden,2,E-learning,Zingeving,1,4,Midden,75/25,2-ploeg,Midden,Laag,Laag,Klein,Snel,Midden,Nee,Slack,4,4,Neutraal,4,4,2,Stilhouden,Data-gedreven,15,4920
Volker Nexus Group,VNG-XWA5J3,Tristan Ariens,41,M,Surinaams-Nederlands,Zuid-Holland,MBO,Facility Management,Machineveiligheid,4,2,Teamleider Uitvoering,Commercie/BD,Team-31,Junior-Medior,Conservatief,INTP,Rechts,2,67,26,Mix,Ja,0,Verbindend,Indirect,Coachend,Top-down,Maandelijks,1,Ja,2,Mentee,Gemiddeld,5,3,4,3,5,Neutraal,4,Hoog,3,Weerstand,Risk-averse,Laag,4,On-the-job,Zekerheid,2,5,Hoog,50/50,3-ploeg,Hoog,Hoog,Hoog,Groot,Gemiddeld,Hoog,Ja,Zoom,4,5,Neutraal,4,4,1,Stilhouden,Ervarings-gedreven,21,5440
Volker Nexus Group,VNG-LXPLPJ,Imke Loep,42,X,Nederlands,Flevoland,WO,HRM,NEN-2767,10,5,Contractmanager,Bouw,Team-19,Medior,Conservatief,INTJ,Centrum,4,36,9,Fiets,Nee,0,Feitelijk,Direct,Coachend,Top-down,Zelden,1,Nee,5,Beide,Laag,2,4,2,5,4,Verlies,2,Gemiddeld,3,Weerstand,Risk-seeking,Hoog,3,Coaching,Status,2,1,Midden,25/75,Geen,Laag,Laag,Laag,Geen,Traag,Midden,Ja,Zoom,4,2,Sceptisch,4,3,4,Stilhouden,Intuïtief,34,7590
Volker Nexus Group,VNG-7ONVPR,Dylan Woudenberg-Keijzer,38,V,Nederlands,Limburg,MBO,Rechten,Bruggen & Tunnels,1,0,IT Support,Data & Analytics,Team-28,Starter,Reactief,INTP,Extreem rechts,3,75,19,Fiets,Nee,50,Verbindend,Direct,Coachend,Top-down,Wekelijks,0,Ja,1,Mentor,Gemiddeld,1,4,4,5,5,Kans,5,Hoog,5,Change champion,Risk-seeking,Midden,1,Klassikaal,Zekerheid,4,3,Midden,25/75,3-ploeg,Midden,Laag,Laag,Middel,Snel,Hoog,Ja,Microsoft Teams,2,5,Proactief,3,4,5,Proactief,Intuïtief,23,3000
Volker Nexus Group,VNG-Z6Z5SP,Lucy van der Avoirt,25,V,Nederlands,Utrecht,MBO,Communicatie,Databricks,7,2,Monteur E-tech,Data & Analytics,Team-03,Medior,Visionair,ENFP,Centrum,5,60,50,Te voet,Nee,75,Informeel,Direct,Coachend,Consensus,Dagelijks,3,Ja,5,Beide,Laag,3,4,2,4,1,Verlies,2,Gemiddeld,5,Volger,Risk-seeking,Laag,4,Klassikaal,Zekerheid,4,5,Hoog,25/75,Geen,Laag,Midden,Midden,Groot,Gemiddeld,Hoog,Nee,Zoom,4,3,Neutraal,3,1,5,Proactief,Data-gedreven,21,4521
Volker Nexus Group,VNG-C7B8HZ,Jaylinn van den Broek,35,X,Nederlands,Utrecht,MBO,Installatietechniek,Bruggen & Tunnels,2,0,Monteur W-tech,Engineering,Team-23,Junior,Visionair,ESFJ,Rechts,5,60,50,OV,Nee,0,Informeel,Indirect,Afwezig,Consensus,Zelden,1,Ja,2,Mentee,Laag,1,4,3,4,4,Neutraal,1,Laag,2,Volger,Neutraal,Hoog,4,Coaching,Zekerheid,2,1,Laag,25/75,2-ploeg,Hoog,Midden,Laag,Klein,Gemiddeld,Hoog,Nee,Microsoft Teams,1,4,Proactief,2,5,3,Formalistisch,Data-gedreven,3,3287
Volker Nexus Group,VNG-WCB0V8,Helena Gervais,39,V,Nederlands,Noord-Brabant,MBO,Architectuur,Cost Engineering,3,1,Monteur E-tech,Infra,Team-02,Junior,Reactief,ISFP,Centrum-rechts,1,34,50,Auto,Ja,25,Formeel,Indirect,Ondersteunend,Autonoom,Dagelijks,3,Ja,2,Mentor,Hoog,2,4,2,5,5,Verlies,2,Laag,1,Change champion,Risk-averse,Laag,3,On-the-job,Zingeving,5,3,Hoog,25/75,2-ploeg,Midden,Midden,Hoog,Middel,Traag,Laag,Nee,Microsoft Teams,4,5,Neutraal,3,2,1,Stilhouden,Data-gedreven,3,3410
Volker Nexus Group,VNG-H3UQY1,Mart Jurrijens,34,X,Nederlands,Noord-Holland,MBO,Data Science,Machineveiligheid,13,4,Werkvoorbereider,Infra,Team-31,Medior-Senior,Innovatief,ESTP,Links,4,0,13,Auto,Ja,25,Feitelijk,Voorzichtig,Sturend,Top-down,Wekelijks,3,Ja,4,Mentor,Gemiddeld,5,4,3,5,4,Neutraal,3,Hoog,3,Weerstand,Risk-seeking,Hoog,5,Coaching,Status,5,5,Hoog,50/50,Geen,Midden,Midden,Laag,Middel,Traag,Hoog,Ja,Slack,1,3,Proactief,1,5,2,Formalistisch,Ervarings-gedreven,6,6816
Volker Nexus Group,VNG-4M9D8B,Maja van Loon,44,V,Pools-Nederlands,Drenthe,HBO,Rechten,Asset Management,4,1,Planner,Uitvoering,Team-45,Junior-Medior,Neutraal,ENFP,Centrum,3,13,54,OV,Nee,25,Verbindend,Indirect,Afwezig,Consensus,Zelden,7,Ja,4,Mentor,Hoog,3,1,3,5,3,Kans,4,Hoog,5,Weerstand,Risk-averse,Laag,5,On-the-job,Geld,4,2,Laag,75/25,Geen,Laag,Hoog,Midden,Geen,Gemiddeld,Laag,Nee,Microsoft Teams,2,5,Sceptisch,5,5,3,Proactief,Ervarings-gedreven,16,4240
Volker Nexus Group,VNG-B1AOHE,Quinn van Hamaland,38,X,Nederlands,Drenthe,WO,Software Engineering,BIM,9,6,Projectleider,HR,Team-27,Medior,Neutraal,ENFP,Centrum,1,21,10,OV,Ja,25,Informeel,Voorzichtig,Coachend,Consensus,Wekelijks,1,Nee,1,Geen,Laag,2,1,4,5,4,Verlies,2,Laag,2,Change champion,Neutraal,Midden,4,On-the-job,Zingeving,4,5,Laag,100% field,3-ploeg,Midden,Laag,Laag,Klein,Snel,Midden,Ja,Google Meet,2,5,Proactief,5,3,4,Stilhouden,Data-gedreven,32,7601
Volker Nexus Group,VNG-5VZBDG,Juul van der Maes-Otte,57,V,Nederlands,Overijssel,WO,Werktuigbouwkunde,Wind,2,1,Werkplaatschef,Infra,Team-14,Junior,Visionair,ENFP,Centrum-rechts,4,37,50,Te voet,Nee,0,Formeel,Direct,Coachend,Autonoom,Wekelijks,2,Nee,5,Beide,Laag,3,4,4,2,3,Verlies,2,Laag,5,Volger,Risk-seeking,Midden,5,On-the-job,Zekerheid,5,5,Hoog,25/75,3-ploeg,Hoog,Hoog,Laag,Klein,Snel,Midden,Ja,Slack,4,4,Sceptisch,4,2,4,Proactief,Intuïtief,12,4332
Volker Nexus Group,VNG-R9595N,Dina van Engeland,30,V,Nederlands,Noord-Holland,MBO,Facility Management,MLOps,4,0,Servicemonteur,Data & Analytics,Team-04,Junior-Medior,Conservatief,ISFP,Centrum-links,5,36,50,Fiets,Nee,50,Verbindend,Direct,Sturend,Autonoom,Wekelijks,3,Nee,0,Beide,Gemiddeld,2,3,5,1,3,Neutraal,1,Gemiddeld,4,Weerstand,Neutraal,Midden,2,Coaching,Groei,2,2,Hoog,50/50,Geen,Hoog,Laag,Hoog,Klein,Snel,Hoog,Nee,Google Meet,5,4,Sceptisch,2,5,4,Formalistisch,Data-gedreven,6,3840
Volker Nexus Group,VNG-Z8EL29,Jack Kolster,32,V,Nederlands,Noord-Holland,HBO,Civiele Techniek,Circulair Bouwen,1,0,Cloud Engineer,Data & Analytics,Team-40,Starter,Conservatief,INTP,Rechts,2,70,22,Te voet,Ja,75,Verbindend,Direct,Coachend,Top-down,Zelden,3,Ja,4,Geen,Hoog,4,2,1,5,3,Neutraal,4,Hoog,5,Weerstand,Risk-seeking,Midden,1,Klassikaal,Groei,1,1,Laag,75/25,Geen,Hoog,Midden,Laag,Middel,Gemiddeld,Midden,Nee,Microsoft Teams,5,1,Proactief,1,2,5,Stilhouden,Data-gedreven,25,4267
Volker Nexus Group,VNG-C0CWQ1,Finn Passchiers-van der Klijn,36,V,Nederlands,Overijssel,MBO,Werktuigbouwkunde,Calculatie,4,2,BIM-modelleur,ICT,Team-18,Junior-Medior,Visionair,ESTP,Centrum-rechts,5,70,57,Mix,Nee,0,Feitelijk,Indirect,Ondersteunend,Autonoom,Zelden,2,Nee,1,Mentor,Laag,5,2,2,2,3,Verlies,1,Laag,5,Volger,Neutraal,Hoog,3,E-learning,Zingeving,5,1,Hoog,100% kantoor,3-ploeg,Midden,Hoog,Midden,Middel,Traag,Hoog,Nee,Google Meet,2,4,Neutraal,5,4,1,Formalistisch,Intuïtief,29,4040
Volker Nexus Group,VNG-K98DEN,Kayleigh van den Berg,54,X,Nederlands,Gelderland,MBO,Software Engineering,Cost Engineering,18,12,Voorman,Uitvoering,Team-15,Senior,Visionair,ESTJ,Centrum,2,3,50,Te voet,Nee,50,Informeel,Direct,Afwezig,Consensus,Maandelijks,1,Nee,4,Mentor,Hoog,3,5,3,4,3,Kans,4,Gemiddeld,4,Change champion,Risk-seeking,Hoog,3,Coaching,Zekerheid,2,4,Laag,75/25,Geen,Laag,Laag,Midden,Groot,Traag,Hoog,Nee,Google Meet,4,1,Sceptisch,5,5,2,Stilhouden,Ervarings-gedreven,23,8918
Volker Nexus Group,VNG-R79IEV,Joris Pierson-van der Brink,41,M,Indonesisch-Nederlands,Zuid-Holland,HBO,Projectmanagement,Machineveiligheid,0,0,Projectleider,Infra,Team-19,Starter,Reactief,INTP,Centrum-rechts,2,27,0,OV,Ja,100,Informeel,Voorzichtig,Coachend,Top-down,Zelden,2,Ja,4,Geen,Gemiddeld,1,4,3,2,1,Verlies,5,Hoog,4,Change champion,Risk-seeking,Midden,3,Klassikaal,Groei,4,2,Hoog,75/25,3-ploeg,Hoog,Midden,Laag,Middel,Snel,Laag,Ja,Microsoft Teams,1,3,Neutraal,5,2,5,Stilhouden,Intuïtief,38,4420
Volker Nexus Group,VNG-EFUD8N,Roos Die Bont,24,X,Nederlands,Drenthe,MBO,Ruimtelijke Ordening,Nul-op-de-meter,8,6,Planner,Materieel & Logistiek,Team-39,Medior,Neutraal,ENTJ,Centrum,1,53,28,Mix,Nee,50,Informeel,Indirect,Coachend,Top-down,Dagelijks,2,Nee,2,Mentor,Gemiddeld,5,2,1,3,3,Kans,1,Laag,5,Change champion,Risk-averse,Laag,5,On-the-job,Status,5,2,Laag,25/75,Geen,Hoog,Midden,Midden,Geen,Traag,Midden,Nee,Google Meet,4,3,Proactief,1,5,1,Proactief,Intuïtief,3,5368
Volker Nexus Group,VNG-81089R,Casper Stettyn-Demmendaal,20,M,Surinaams-Nederlands,Overijssel,Bachelor,HRM,Warmtepompen,3,1,Servicemonteur,Projectontwikkeling,Team-49,Junior,Innovatief,ESTJ,Rechts,1,18,79,Te voet,Nee,25,Informeel,Indirect,Ondersteunend,Autonoom,Dagelijks,0,Nee,5,Geen,Laag,1,3,2,4,2,Verlies,3,Hoog,1,Volger,Risk-averse,Hoog,2,E-learning,Status,1,1,Midden,25/75,2-ploeg,Hoog,Hoog,Hoog,Groot,Snel,Hoog,Ja,Microsoft Teams,2,3,Proactief,2,2,4,Proactief,Ervarings-gedreven,12,3520
